computer,process_key,window_start,event_count,unique_images,unique_files,unique_extensions,unique_destination_ips,suspicious_path_count,file_activity_count,registry_activity_count,network_activity_count,event_1_count,event_3_count,event_7_count,event_11_count,event_12_count,event_13_count,event_23_count,event_26_count,label,technique_id,scenario,source,source_kind,dataset_source,representation
WIN11-ENDPOINT-01,PROC-SILRAD-08054,2026-08-06T22:22:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08055,2026-08-06T22:22:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08056,2026-08-06T22:22:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08057,2026-08-06T22:22:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08058,2026-08-06T22:23:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08059,2026-08-06T22:23:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08060,2026-08-06T22:23:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08061,2026-08-06T22:23:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08062,2026-08-06T22:23:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08063,2026-08-06T22:23:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08064,2026-08-06T22:24:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08065,2026-08-06T22:24:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08066,2026-08-06T22:24:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,4,0,0,6,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08067,2026-08-06T22:24:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08068,2026-08-06T22:24:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08069,2026-08-06T22:24:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,4,0,0,6,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08070,2026-08-06T22:25:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08071,2026-08-06T22:25:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08072,2026-08-06T22:25:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08073,2026-08-06T22:25:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08074,2026-08-06T22:25:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08075,2026-08-06T22:25:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08076,2026-08-06T22:26:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08077,2026-08-06T22:26:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08078,2026-08-06T22:26:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,3,0,0,7,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08079,2026-08-06T22:26:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08080,2026-08-06T22:26:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08081,2026-08-06T22:26:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08082,2026-08-06T22:27:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08083,2026-08-06T22:27:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08084,2026-08-06T22:27:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08085,2026-08-06T22:27:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08086,2026-08-06T22:27:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08087,2026-08-06T22:27:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08088,2026-08-06T22:28:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08089,2026-08-06T22:28:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08090,2026-08-06T22:28:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08091,2026-08-06T22:28:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08092,2026-08-06T22:28:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08093,2026-08-06T22:28:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,4,0,0,6,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08094,2026-08-06T22:29:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08095,2026-08-06T22:29:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08096,2026-08-06T22:29:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08097,2026-08-06T22:29:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08098,2026-08-06T22:29:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08099,2026-08-06T22:29:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08100,2026-08-06T22:30:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08101,2026-08-06T22:30:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08102,2026-08-06T22:30:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08103,2026-08-06T22:30:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08104,2026-08-06T22:30:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08105,2026-08-06T22:30:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08106,2026-08-06T22:31:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08107,2026-08-06T22:31:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08108,2026-08-06T22:31:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08109,2026-08-06T22:31:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08110,2026-08-06T22:31:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08111,2026-08-06T22:31:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08112,2026-08-06T22:32:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08113,2026-08-06T22:32:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08114,2026-08-06T22:32:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08115,2026-08-06T22:32:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08116,2026-08-06T22:32:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08117,2026-08-06T22:32:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08118,2026-08-06T22:33:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08119,2026-08-06T22:33:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08120,2026-08-06T22:33:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08121,2026-08-06T22:33:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08122,2026-08-06T22:33:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08123,2026-08-06T22:33:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08124,2026-08-06T22:34:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,9,0,0,1,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08125,2026-08-06T22:34:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08126,2026-08-06T22:34:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08127,2026-08-06T22:34:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08128,2026-08-06T22:34:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08129,2026-08-06T22:34:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08130,2026-08-06T22:35:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08131,2026-08-06T22:35:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08132,2026-08-06T22:35:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08133,2026-08-06T22:35:30+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08134,2026-08-06T22:35:40+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08135,2026-08-06T22:35:50+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08136,2026-08-06T22:36:00+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08137,2026-08-06T22:36:10+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08138,2026-08-06T22:36:20+00:00,10,1,1,1,0,0,10,0,0,0,0,0,10,0,0,0,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08139,2026-08-06T22:36:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08140,2026-08-06T22:36:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08141,2026-08-06T22:36:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08142,2026-08-06T22:37:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08143,2026-08-06T22:37:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08144,2026-08-06T22:37:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08145,2026-08-06T22:37:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08146,2026-08-06T22:37:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08147,2026-08-06T22:37:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08148,2026-08-06T22:38:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08149,2026-08-06T22:38:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08150,2026-08-06T22:38:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08151,2026-08-06T22:38:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08152,2026-08-06T22:38:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08153,2026-08-06T22:38:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,7,0,0,3,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08154,2026-08-06T22:39:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08155,2026-08-06T22:39:10+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08156,2026-08-06T22:39:20+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_2,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08157,2026-08-06T22:39:30+00:00,10,2,1,1,0,0,10,0,0,0,0,0,8,0,0,2,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_3,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08158,2026-08-06T22:39:40+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_4,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08159,2026-08-06T22:39:50+00:00,10,2,1,1,0,0,10,0,0,0,0,0,5,0,0,5,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_5,benign,silrad,raw_sysmon
WIN11-ENDPOINT-01,PROC-SILRAD-08160,2026-08-06T22:40:00+00:00,10,2,1,1,0,0,10,0,0,0,0,0,6,0,0,4,0,0,,SILRAD_WINDOWS11_BENIGN,silrad_dataset_log_1,benign,silrad,raw_sysmon
